"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
13;3;4;"Magdalena Bronisława KUBAŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"księgowa";"Bukowno";"121201";"m. Bukowno";"członek partii politycznej: Nowa Lewica";"";2756;"3,30";"0,36";"Nie"
13;3;5;"Aleksandra Katarzyna OWCA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"radca prawny";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";5595;"6,69";"0,74";"Nie"
13;3;6;"Grzegorz Łukasz GARBOLIŃSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"specjalista do spraw stosunków międzynarodowych";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";979;"1,17";"0,13";"Nie"
13;3;7;"Piotr PLEBAŃCZYK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"politolog";"Uście Solne";"120207";"gm. Szczurowa";"członek partii politycznej: Nowa Lewica";"";636;"0,76";"0,08";"Nie"
13;3;8;"Joanna Ewa HAŃDEREK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczyciel akademicki - nauki humanistyczne";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";2238;"2,68";"0,30";"Nie"
13;3;9;"Monika Iwona FRENKIEL";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dziennikarz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";903;"1,08";"0,12";"Nie"
13;3;10;"Magdalena DROPEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dziennikarz";"Żywiec";"241701";"m. Żywiec";"członek partii politycznej: Nowa Lewica";"";1799;"2,15";"0,24";"Nie"
13;3;11;"Anna Agnieszka PRZEWŁOCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kapitan żeglugi śródlądowej";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";680;"0,81";"0,09";"Nie"
13;3;12;"Ewa OWERCZUK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"asystentka prawna";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";646;"0,77";"0,09";"Nie"
13;3;13;"Camill Michael TREPKA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"socjolog";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Nowa Lewica";"";255;"0,30";"0,03";"Nie"
13;3;14;"Joanna Małgorzata GRZYMAŁA-MOSZCZYŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka akademicka - nauki społeczne";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";970;"1,16";"0,13";"Nie"
13;3;15;"Klaudia Anna CHMIELOWIEC";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"socjolog";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";671;"0,80";"0,09";"Nie"
13;3;16;"Daniel TUCHOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"prawnik";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";507;"0,61";"0,07";"Nie"
13;3;17;"Izabela Paulina PATYKOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"opiekunka dziecięca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";423;"0,51";"0,06";"Nie"
13;3;18;"Witold Aleksander WOŹNIAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel osób z niepełnosprawnością intelektualną (oligofrenopedagog)";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";339;"0,41";"0,04";"Nie"
13;3;19;"Marcin GALENT";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel akademicki - nauki społeczne";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";514;"0,61";"0,07";"Nie"
13;3;20;"Łukasz Stanisław SZANTULA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"student - bez zawodu";"Mielec";"181101";"m. Mielec";"członek partii politycznej: Nowa Lewica";"";156;"0,19";"0,02";"Nie"
13;3;21;"Julia Ewa KUBAĆ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"inżynier ogrodnictwa";"Zabawa";"121905";"gm. Wieliczka";"członek partii politycznej: Nowa Lewica";"";425;"0,51";"0,06";"Nie"
13;3;22;"Kamila DUDKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw zarządzania";"Goszcza";"120605";"gm. Kocmyrzów-Luborzyca";"członek partii politycznej: Lewica Razem";"";482;"0,58";"0,06";"Nie"
13;3;23;"Konrad Krzysztof KANTOR";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik biurowy";"Wolbrom";"121207";"gm. Wolbrom";"członek partii politycznej: Lewica Razem";"";289;"0,35";"0,04";"Nie"
13;3;24;"Alicja Marzena WALOTEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"psycholog";"Bolesław";"121203";"gm. Bolesław";"członek partii politycznej: Nowa Lewica";"";377;"0,45";"0,05";"Nie"
13;3;25;"Patrycja Aleksandra SZANIAWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw stosunków międzynarodowych";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";317;"0,38";"0,04";"Nie"
13;3;26;"Emilia Anna DROBOT";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista ochrony środowiska";"Sanok";"181701";"m. Sanok";"członek partii politycznej: Lewica Razem";"";318;"0,38";"0,04";"Nie"
13;3;27;"Zuzanna PIEKARZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista sprzedaży technologii i usług informatycznych";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";774;"0,93";"0,10";"Nie"
13;3;28;"Małgorzata Dorota POTOCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"ekonomista";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Lewica";"";1482;"1,77";"0,20";"Nie"
13;4;1;"Małgorzata Ewa WASSERMANN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"adwokat";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";125786;"54,12";"16,60";"Tak"
13;4;2;"Andrzej Mieczysław ADAMCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Krzeszowice";"120606";"gm. Krzeszowice";"członek partii politycznej: Prawo i Sprawiedliwość";"";45171;"19,43";"5,96";"Tak"
13;4;3;"Jacek Piotr OSUCH";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Olkusz";"121205";"gm. Olkusz";"członek partii politycznej: Prawo i Sprawiedliwość";"";10386;"4,47";"1,37";"Tak"
13;4;4;"Elżbieta DUDA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"parlamentarzysta";"Skała";"120610";"gm. Skała";"członek partii politycznej: Prawo i Sprawiedliwość";"";11388;"4,90";"1,50";"Tak"
13;4;5;"Michał Krzysztof DREWNICKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"przedstawiciel władzy samorządowej - radny";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";6159;"2,65";"0,81";"Nie"
13;4;6;"Agnieszka ŚCIGAJ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"socjolog";"Kolbark";"121204";"gm. Klucze";"nie należy do partii politycznej";"";6262;"2,69";"0,83";"Tak"
13;4;7;"Krzysztof ŚWIERCZEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Miechów";"120805";"gm. Miechów";"członek partii politycznej: Prawo i Sprawiedliwość";"";3104;"1,34";"0,41";"Nie"
13;4;8;"Dariusz Adam TYLEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Olszowice";"120614";"gm. Świątniki Górne";"nie należy do partii politycznej";"";1935;"0,83";"0,26";"Nie"
13;4;9;"Marek Grzegorz SOBIERAJ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"strażak";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";1156;"0,50";"0,15";"Nie"
13;4;10;"Mirosław Antoni DRÓŻDŻ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"lekarz";"Gołcza";"120802";"gm. Gołcza";"członek partii politycznej: Prawo i Sprawiedliwość";"";5188;"2,23";"0,68";"Nie"
13;4;11;"Łukasz Jan SŁONIOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"manager";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";635;"0,27";"0,08";"Nie"
13;4;12;"Małgorzata Kinga KOT";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"radna";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";1330;"0,57";"0,18";"Nie"
13;4;13;"Piotr Marian ŚWITALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"manager";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";504;"0,22";"0,07";"Nie"
13;4;14;"Aleksandra Joanna WITEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"prawnik";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";2325;"1,00";"0,31";"Nie"
13;4;15;"Iwona Maria KORNAŚ-PIERZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"adwokat";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";320;"0,14";"0,04";"Nie"
13;4;16;"Stefan Wojciech SULIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel szkoły ponadpodstawowej";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";328;"0,14";"0,04";"Nie"
13;4;17;"Ryszard MAJDZIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"tokarz";"Skawina";"120611";"gm. Skawina";"nie należy do partii politycznej";"";3974;"1,71";"0,52";"Nie"
13;4;18;"Krystyna KARABUŁA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";264;"0,11";"0,03";"Nie"
13;4;19;"Justyna Natalia KOSECKA-CYGAN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"wyższy urzędnik państwowy";"Raciborowice";"120608";"gm. Michałowice";"nie należy do partii politycznej";"";166;"0,07";"0,02";"Nie"
13;4;20;"Kinga Maria WITKOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"inżynier technologii chemicznej";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";408;"0,18";"0,05";"Nie"
13;4;21;"Michał Paweł ZIOMEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Żurowa";"121616";"gm. Szerzyny";"członek partii politycznej: Prawo i Sprawiedliwość";"";739;"0,32";"0,10";"Nie"
13;4;22;"Dariusz Sylwester WICHER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"politolog";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";298;"0,13";"0,04";"Nie"
13;4;23;"Lucyna MARSZAŁEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel akademicki - nauki społeczne";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";376;"0,16";"0,05";"Nie"
13;4;24;"Wojciech Wincenty OGONOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"fizyk";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";142;"0,06";"0,02";"Nie"
13;4;25;"Monika Agnieszka RÓŻYCKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Kryspinów";"120607";"gm. Liszki";"nie należy do partii politycznej";"";645;"0,28";"0,09";"Nie"
13;4;26;"Adam Włodzimierz PIECHURA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"towaroznawca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Prawo i Sprawiedliwość";"";176;"0,08";"0,02";"Nie"
13;4;27;"Tomasz Jarosław ŚWISTAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"technik mechanik";"Pobiednik Mały";"120602";"gm. Igołomia-Wawrzeńczyce";"członek partii politycznej: Prawo i Sprawiedliwość";"";537;"0,23";"0,07";"Nie"
13;4;28;"Ewelina Anna OWCZARSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"polityk";"Wolbrom";"121207";"gm. Wolbrom";"członek partii politycznej: Partia Republikańska";"";2728;"1,17";"0,36";"Nie"
13;5;1;"Konrad Szczepan BERKOWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"parlamentarzysta";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";36918;"63,18";"4,87";"Tak"
13;5;2;"Bartosz Sebastian BOCHEŃCZAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";4329;"7,41";"0,57";"Nie"
13;5;3;"Wojciech Adam SIŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"broker ubezpieczeniowy";"Jaworzno";"246801";"m. Jaworzno";"członek partii politycznej: Konfederacja Korony Polskiej";"";2484;"4,25";"0,33";"Nie"
13;5;4;"Piotr Paweł BARTOSZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"technik elektronik";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Ruch Narodowy";"";2486;"4,25";"0,33";"Nie"
13;5;5;"Paweł Edward DZIURZYŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Wawrzeńczyce";"120602";"gm. Igołomia-Wawrzeńczyce";"członek partii politycznej: Nowa Nadzieja";"";765;"1,31";"0,10";"Nie"
13;5;6;"Grzegorz Józef WAWRO";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca technik masażysta";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";720;"1,23";"0,10";"Nie"
13;5;7;"Natalia Renata ORLIŃSKA-KOZIOŁEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel";"Ostrowsko";"121109";"gm. Nowy Targ";"członek partii politycznej: Nowa Nadzieja";"";1365;"2,34";"0,18";"Nie"
13;5;8;"Wojciech Piotr JASKÓŁKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"ekonomista";"Brzezna";"121014";"gm. Podegrodzie";"członek partii politycznej: Ruch Narodowy";"";533;"0,91";"0,07";"Nie"
13;5;9;"Błażej MADEJCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"hodowca zwierząt egzotycznych";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Nowa Nadzieja";"";444;"0,76";"0,06";"Nie"
13;5;10;"Konrad Krzysztof KRAJEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"fotograf";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";603;"1,03";"0,08";"Nie"
13;5;11;"Monika Magdalena JAKULEWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Ciecierzyn";"060911";"gm. Niemce";"nie należy do partii politycznej";"";679;"1,16";"0,09";"Nie"
13;5;12;"Daniel Wojciech MICHALAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kelner";"Lipnica Mała";"121105";"gm. Jabłonka";"członek partii politycznej: Ruch Narodowy";"";295;"0,50";"0,04";"Nie"
13;5;13;"Samuela TORKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"modelka";"Henryków-Urocze";"141804";"gm. Piaseczno";"nie należy do partii politycznej";"";1387;"2,37";"0,18";"Nie"
13;5;14;"Wioletta Liliana MAŁCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Pietrzejowice";"120605";"gm. Kocmyrzów-Luborzyca";"nie należy do partii politycznej";"";367;"0,63";"0,05";"Nie"
13;5;15;"Jakub Jan ADAMCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";656;"1,12";"0,09";"Nie"
13;5;16;"Olaf Adam SWOLKIEŃ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"dziennikarz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Konfederacja Korony Polskiej";"";273;"0,47";"0,04";"Nie"
13;5;17;"Leszek Ryszard SEBESTA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier inżynierii środowiska";"Myślenice";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";137;"0,23";"0,02";"Nie"
13;5;18;"Magdalena OWCA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"sprzedawca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Ruch Narodowy";"";862;"1,48";"0,11";"Nie"
13;5;19;"Anna Józefa SMOROŃ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";173;"0,30";"0,02";"Nie"
13;5;20;"Michał Grzegorz KLIMEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier architekt";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Konfederacja Korony Polskiej";"";445;"0,76";"0,06";"Nie"
13;5;21;"Aleksandra Urszula DRWAL";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"specjalista d/s rekrutacji opiekun klienta";"Górki Wielkie";"240304";"gm. Brenna";"członek partii politycznej: Nowa Nadzieja";"";260;"0,44";"0,03";"Nie"
13;5;22;"Jagoda DZIADOSZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik laboratoryjny";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";403;"0,69";"0,05";"Nie"
13;5;23;"Joanna ŁUKASZEWSKA-BAUMAN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";161;"0,28";"0,02";"Nie"
13;5;24;"Jakub Kazimierz ZABŁOCKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"montażysta obrazu";"Poznachowice Górne";"120905";"gm. Raciechowice";"członek partii politycznej: Nowa Nadzieja";"";146;"0,25";"0,02";"Nie"
13;5;25;"Jasna Gabriela IWAN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"artysta rzeźbiarz";"Krakow";"126101";"m. Kraków";"nie należy do partii politycznej";"";81;"0,14";"0,01";"Nie"
13;5;26;"Beata Izabela DĘBOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pracownik socjalny";"Będzin";"240101";"m. Będzin";"nie należy do partii politycznej";"";256;"0,44";"0,03";"Nie"
13;5;27;"Włodzimierz Władysław MATUSIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier projektant";"Librantowa";"121002";"gm. Chełmiec";"członek partii politycznej: Nowa Nadzieja";"";245;"0,42";"0,03";"Nie"
13;5;28;"Radosław Maria CZOSNOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"lekarz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowa Nadzieja";"";962;"1,65";"0,13";"Nie"
13;6;1;"Bartłomiej Henryk SIENKIEWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"historyk";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";95873;"41,18";"12,66";"Tak"
13;6;2;"Jagna Kinga MARCZUŁAJTIS-WALCZAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"trener sportu";"Poronin";"121705";"gm. Poronin";"członek partii politycznej: Platforma Obywatelska RP";"";35573;"15,28";"4,70";"Tak"
13;6;3;"Aleksander Jan MISZALSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Platforma Obywatelska RP";"";29414;"12,63";"3,88";"Tak"
13;6;4;"Dorota MAREK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"inspektor ochrony danych";"Czerna";"120606";"gm. Krzeszowice";"członek partii politycznej: Platforma Obywatelska RP";"";14141;"6,07";"1,87";"Tak"
13;6;5;"Jerzy Witold MEYSZTOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"historyk";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Nowoczesna";"";5408;"2,32";"0,71";"Nie"
13;6;6;"Iwona Dorota CHAMIELEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"aktor";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Platforma Obywatelska RP";"";4923;"2,11";"0,65";"Nie"
13;6;7;"Artur Stanisław KOZIOŁ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Wieliczka";"121905";"gm. Wieliczka";"nie należy do partii politycznej";"";3633;"1,56";"0,48";"Nie"
13;6;8;"Katarzyna Irena MATUSIK-LIPIEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"manager";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Platforma Obywatelska RP";"";9261;"3,98";"1,22";"Tak"
13;6;9;"Dominik Andrzej JAŚKOWIEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"nauczyciel akademicki - nauki społeczne";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Platforma Obywatelska RP";"";6093;"2,62";"0,80";"Nie"
13;6;10;"Tadeusz Antoni GADACZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"nauczyciel akademicki - nauki humanistyczne";"Siepraw";"120906";"gm. Siepraw";"członek partii politycznej: Platforma Obywatelska RP";"";2581;"1,11";"0,34";"Nie"
13;6;11;"Alicja Anna SZCZEPAŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"policjant";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Inicjatywa Polska";"";3456;"1,48";"0,46";"Nie"
13;6;12;"Piotr Łukasz GRABARCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"sędzia sportowy";"Olkusz";"121205";"gm. Olkusz";"członek partii politycznej: Platforma Obywatelska RP";"";2137;"0,92";"0,28";"Nie"
13;6;13;"Bartłomiej Andrzej SZCZOCZARZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"rolnik";"Kobylany";"120616";"gm. Zabierzów";"członek partii politycznej: Platforma Obywatelska RP";"";2124;"0,91";"0,28";"Nie"
13;6;14;"Patrycja Bożena TOCKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"specjalista do spraw pozyskiwania funduszy";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Platforma Obywatelska RP";"";1102;"0,47";"0,15";"Nie"
13;6;15;"Aleksandra KOT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawniczka";"Rzeszów";"186301";"m. Rzeszów";"członek partii politycznej: Nowoczesna";"";4942;"2,12";"0,65";"Nie"
13;6;16;"Waldemar Krzysztof JAKUBAS";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Miechów";"120805";"gm. Miechów";"członek partii politycznej: Platforma Obywatelska RP";"";887;"0,38";"0,12";"Nie"
